1.3 24-Feb-2021 Added Error messages and logix failure checks
1.2 21-Feb-2021 Added sort toggle for votes/points, and display for votes.
1.1 14-Feb-2021 Added Vote button, Refresh button, and issue numbers
1.0 14-Feb-2021 Initial Release
